

2015年02月12日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
"2501  ","國建  ","541540","197","9108136","16.95","16.95","16.75","16.75","-","0.1","16.75","3","16.8","45","32.84"
"2504  ","國產  ","777325","231","8050899","10.4","10.45","10.3","10.35","-","0.1","10.35","169","10.4","79","14.79"
"2505  ","國揚  ","527962","149","7284074","13.65","13.95","13.65","13.8","+","0.15","13.75","23","13.8","4","5.02"
"2506  ","太設  ","366057","101","4773227","13","13.1","13","13.05","+","0.05","13.05","1","13.1","48","5.75"
"2509  ","全坤建","125000","21","2927550","23.5","23.6","23.4","23.6","+","0.1","23.5","11","23.6","1","0.00"
"2511  ","太子  ","863160","244","10371103","12","12.1","11.95","12"," ","0","12","44","12.05","2","7.23"
"2514  ","龍邦  ","691381","114","15780891","22.9","23.25","22.45","22.8","-","0.1","22.8","50","22.95","10","23.27"
"2515  ","中工  ","1221595","298","9244958","7.6","7.6","7.54","7.55","-","0.03","7.55","136","7.57","1","22.88"
"2516  ","新建  ","297500","73","2559973","8.61","8.61","8.59","8.61"," ","0","8.6","11","8.61","39","7.55"
"2520  ","冠德  ","1349017","414","37928178","28.15","28.25","28.05","28.1"," ","0","28.1","81","28.15","4","6.03"
"2524  ","京城  ","88728","34","2334936","26.35","26.45","26.2","26.3","-","0.05","26.3","8","26.35","12","10.4"
"2527  ","宏璟  ","87000","62","1792550","20.8","20.8","20.5","20.7","+","0.15","20.5","8","20.7","17","3.94"
"2528  ","皇普  ","17817","7","213612","11.85","12","11.85","12"," ","0","12","5","12.15","9","5.61"
"2530  ","華建  ","273017","84","4345708","15.8","16.1","15.75","16.1","+","0.3","16.05","5","16.1","26","0.00"
"2534  ","宏盛  ","752369","374","14176516","19.2","19.2","18.75","18.8","-","0.3","18.8","18","18.85","3","67.14"
"2535  ","達欣工","172548","90","3430860","19.95","19.95","19.85","19.85"," ","0","19.85","11","19.95","14","7.52"
"2536  ","宏普  ","133331","51","3146643","23.65","23.7","23.5","23.65"," ","0","23.55","3","23.65","11","5.93"
"2537  ","聯上發","260709","66","2950560","11.3","11.4","11.3","11.4","+","0.1","11.35","1","11.4","4","7.76"
"2538  ","基泰  ","1030774","352","20010665","19.55","19.55","19.35","19.4","-","0.1","19.35","55","19.4","31","5.13"
"2539  ","櫻花建","15080","9","489118","32.6","32.6","32.3","32.3","-","0.25","32.7","18","33","24","4.74"
"2540  ","愛山林","6236","9","222765","35.3","36.2","35.15","36.2","+","0.15","36.15","1","36.3","2","10.62"
"2542  ","興富發","1612868","1094","104722638","65.4","65.4","64.6","64.9","-","0.2","64.9","4","65","4","5.86"
"2543  ","皇昌  ","158655","48","1752305","11.1","11.15","10.85","11.1"," ","0","11.1","1","11.15","12","6.73"
"2545  ","皇翔  ","151010","85","6761647","45.1","45.1","44.65","44.65","-","0.3","44.65","4","44.75","1","15.08"
"2546  ","根基  ","76003","44","1253198","16.45","16.65","16.4","16.5","+","0.05","16.5","3","16.55","6","8.82"
"2547  ","日勝生","1438349","747","23451757","16.45","16.45","16.2","16.3","-","0.05","16.25","37","16.3","9","8.45"
"2548  ","華固  ","492353","433","27608300","56.1","56.3","55.9","56.1","+","0.2","56","5","56.1","3","0.00"
"2597  ","潤弘  ","45003","37","2896495","64.4","64.5","64.2","64.4","+","0.1","64.3","7","64.4","3","7.29"
"2601  ","益航  ","422736","217","7019892","16.6","16.7","16.55","16.6","+","0.1","16.6","25","16.65","10","92.22"
"2603  ","長榮  ","12977206","4508","291572027","22.2","22.7","22.05","22.7","+","0.75","22.65","25","22.7","59","78.28"
"2605  ","新興  ","459810","300","11580907","25.4","25.4","25.05","25.2","-","0.2","25.2","27","25.25","23","13.77"
"2606  ","裕民  ","495296","274","23720146","47.9","48","47.8","48","+","0.1","47.9","45","48","50","16.78"
"2607  ","榮運  ","760185","227","14079822","18.7","18.7","18.4","18.5","-","0.15","18.5","3","18.55","72","33.64"
"2608  ","大榮  ","168569","105","6574112","39.2","39.2","38.8","38.9","-","0.3","38.85","12","38.9","5","19.95"
"2609  ","陽明  ","7402170","1744","119626542","16.15","16.3","16","16.3","+","0.3","16.25","108","16.3","381","33.27"
"2610  ","華航  ","16056406","3634","242204095","15.1","15.25","14.95","15","-","0.1","15","248","15.05","71","0.00"
"2611  ","志信  ","303925","150","3302189","10.85","10.95","10.8","10.8","-","0.05","10.8","18","10.85","2","14.03"
"2612  ","中航  ","53095","37","1778453","33.65","33.75","33.25","33.25","-","0.4","33.25","11","33.5","1","28.91"
"2613  ","中櫃  ","93221","48","1738531","18.65","18.7","18.6","18.65","-","0.1","18.65","10","18.7","16","12.03"
"2614  ","東森  ","1364425","437","13718900","10.1","10.15","10","10.05","-","0.05","10.05","23","10.1","79","0.00"
"2615  ","萬海  ","17166216","7303","575666810","34.05","34.05","33.1","33.5","+","0.5","33.5","23","33.55","2","15.51"
"2616  ","山隆  ","10","8","242","--","--","--","--"," ","0","24.4","2","24.45","1","12.02"
"2617  ","台航  ","164215","79","3378529","20.9","20.9","20.45","20.6","+","0.1","20.6","97","20.65","10","29.01"
"2618  ","長榮航","18036608","6094","405227921","22.3","22.6","22.25","22.4","+","0.3","22.4","261","22.45","91","0.00"
"2634  ","漢翔  ","1059123","776","38719264","36.65","36.65","36.45","36.45","-","0.1","36.45","77","36.5","11","28.93"
"2637  ","F-慧洋","1195981","703","44630836","37.6","37.6","37.1","37.15","-","0.35","37.1","31","37.15","1","10.89"
"2642  ","宅配通","133000","110","6194450","46.55","46.8","46.4","46.5","+","0.1","46.5","3","46.55","1","29.62"
"2701  ","萬企  ","54614","35","824310","15.1","15.15","15.05","15.05"," ","0","15.05","3","15.15","6","21.2"
"2702  ","華園  ","3263","6","53072","16.2","16.3","16.2","16.3","+","0.1","16.2","19","16.3","5","30.19"
"2704  ","國賓  ","281024","87","7782013","27.8","27.85","27.55","27.7","-","0.15","27.65","2","27.7","1","24.3"
"2705  ","六福  ","764240","207","8938655","11.7","11.8","11.65","11.75","+","0.05","11.7","81","11.75","58","0.00"
"2706  ","第一店","114869","52","2311610","20.1","20.2","20.1","20.15","+","0.1","20.1","67","20.15","10","20.15"
"2707  ","晶華  ","71918","71","22959096","321.5","321.5","318.5","319"," ","0","319","1","320","19","34.08"
"2712  ","遠雄來","32000","12","679300","21.3","21.3","21.2","21.2","-","0.3","21.2","10","21.35","4","22.32"
"2722  ","夏都  ","0","0","0","--","--","--","--"," ","0","43.9","1","44.45","2","25.82"
"2723  ","F-美食","239000","176","38855500","164.5","164.5","162","163.5","-","2","162.5","1","163.5","6","56.57"
"2727  ","王品  ","307983","190","87257172","285","285.5","282","282.5","-","3","282","26","283","13","25.94"
"2731  ","雄獅  ","5000","4","469800","93.8","94","93.8","94","+","0.3","94","2","94.4","1","16.38"
"2801  ","彰銀  ","3377383","1062","61086679","18.1","18.15","18","18.15","+","0.1","18.1","588","18.15","159","13.15"
"2809  ","京城銀","1934678","1382","64681574","33.55","33.65","33.3","33.45","-","0.1","33.45","90","33.55","48","7.76"
"2812  ","台中銀","2347031","408","24522209","10.45","10.5","10.4","10.45"," ","0","10.4","1,821","10.45","11","8.16"
"2816  ","旺旺保","119685","92","2961867","24.95","24.95","24.65","24.7","-","0.25","24.7","2","24.75","21","8.46"
"2820  ","華票  ","567814","191","6539904","11.5","11.55","11.5","11.55","+","0.05","11.5","338","11.55","183","12.03"
"2823  ","中壽  ","3081902","915","82142470","26.7","26.75","26.55","26.75","+","0.1","26.7","24","26.75","46","14.08"
"2832  ","台產  ","55082","29","1256009","22.9","22.9","22.75","22.75","-","0.15","22.75","52","22.8","1","12.23"
"2833  ","台壽保","8681427","2863","201496541","22.65","23.45","22.5","23.3","+","0.65","23.25","52","23.3","65","15.33"
"2833A ","台壽甲","0","0","0","--","--","--","--"," ","0","37.3","22","37.8","1","0.00"
"2834  ","臺企銀","12558622","2534","116829580","9.29","9.32","9.27","9.32","+","0.06","9.31","21","9.32","484","9.23"
"2836  ","高雄銀","221112","83","2002620","9.06","9.09","9.05","9.07","+","0.02","9.05","131","9.07","14","14.17"
"2838  ","聯邦銀","461936","121","4871022","10.55","10.6","10.5","10.55"," ","0","10.55","137","10.6","417","8.44"
"2841  ","台開  ","587752","111","6664889","11.35","11.4","11.3","11.35"," ","0","11.3","133","11.35","45","34.39"
"2845  ","遠東銀","1564068","347","16415551","10.5","10.55","10.45","10.5"," ","0","10.45","1,319","10.5","82","9.13"
"2847  ","大眾銀","1337357","266","13989101","10.5","10.55","10.45","10.45"," ","0","10.45","151","10.5","332","10.35"
"2849  ","安泰銀","46582","30","685054","14.9","14.9","14.65","14.7","-","0.1","14.7","19","14.75","3","7.7"
"2850  ","新產  ","201238","96","4944850","24.55","24.7","24.45","24.5","-","0.15","24.5","21","24.6","19","6.35"
"2851  ","中再保","66071","31","1107335","16.8","16.8","16.7","16.8","+","0.1","16.75","1","16.8","47","12.44"
"2852  ","第一保","58916","42","919196","15.6","15.65","15.55","15.6","-","0.05","15.55","2","15.65","72","10.26"
"2855  ","統一證","224886","113","3626076","16.1","16.2","16.1","16.15","+","0.05","16.1","22","16.15","9","13.13"
"2856  ","元富證","1152815","293","11913548","10.4","10.45","10.3","10.3","-","0.1","10.3","191","10.35","3","12.12"
"2867  ","三商壽","401596","167","6855206","17.1","17.1","17","17.05"," ","0","17.05","41","17.1","106","9.86"
"2880  ","華南金","5469498","1635","96641853","17.8","17.8","17.6","17.7","-","0.1","17.65","26","17.7","94","13.51"
"2881  ","富邦金","21667889","5716","1151865864","53.1","53.5","52.9","52.9","+","0.2","52.9","224","53","254","9.1"
"2882  ","國泰金","18912030","6739","898029519","47.5","47.65","47.3","47.6","+","0.25","47.55","61","47.6","267","12.8"
"2883  ","開發金","38493684","7759","416233091","10.85","10.85","10.75","10.8"," ","0","10.75","2,304","10.8","80","16.12"
"2884  ","玉山金","9214630","1681","180258871","19.6","19.6","19.5","19.6"," ","0","19.55","50","19.6","2,078","13.52"
"2885  ","元大金","11608458","2734","180327682","15.55","15.6","15.45","15.5"," ","0","15.5","19","15.55","900","9.81"
"2886  ","兆豐金","10101701","2587","247454955","24.4","24.6","24.3","24.6","+","0.25","24.55","40","24.6","443","10.88"
"2887  ","台新金","11868689","2307","157282366","13.3","13.3","13.2","13.3","+","0.1","13.25","91","13.3","1,582","8.36"
"2888  ","新光金","9766115","2177","86310335","8.82","8.85","8.82","8.85","+","0.03","8.84","210","8.85","683","14.51"
"2889  ","國票金","3128353","526","26262959","8.39","8.42","8.37","8.42","+","0.04","8.41","110","8.42","117","11.53"
"2890  ","永豐金","7267812","1709","93887292","12.9","12.95","12.85","12.95","+","0.05","12.9","1,921","12.95","313","8.35"
"2891  ","中信金","25745609","5768","526081346","20.5","20.55","20.35","20.5","-","0.05","20.45","48","20.5","703","7.71"
"2892  ","第一金","5738119","1215","106760913","18.6","18.7","18.55","18.65","+","0.1","18.6","43","18.65","587","12.95"
"2901  ","欣欣  ","47007","32","1464217","31.15","31.4","31.05","31.05","-","0.15","31.05","6","31.25","2","62.1"
"2903  ","遠百  ","999725","678","27110485","27.15","27.2","27.05","27.1","-","0.05","27.1","28","27.15","57","22.21"
"2904  ","匯僑  ","34358","29","938586","27.45","27.45","27.25","27.3","-","0.15","27.3","5","27.4","6","12.52"
"2905  ","三商  ","214729","125","4329533","20.2","20.25","20.15","20.15","-","0.05","20.15","18","20.2","22","7.78"
"2906  ","高林  ","522093","80","7376057","14.1","14.2","14.05","14.2","+","0.15","14.1","57","14.2","308","15.27"
"2908  ","特力  ","300827","146","6215724","20.7","20.8","20.6","20.65","-","0.15","20.65","10","20.7","4","14.86"
"2910  ","統領  ","0","0","0","--","--","--","--"," ","0","37.25","1","38.7","1","41.61"
"2911  ","麗嬰房","374296","161","6208061","16.75","16.75","16.5","16.6","-","0.15","16.6","39","16.65","1","0.00"
"2912  ","統一超","1163694","842","289403112","249","250","247","248"," ","0","247.5","13","248","12","28.28"
"2913  ","農林  ","2012704","457","34987672","17.35","17.45","17.3","17.4","+","0.05","17.4","17","17.45","39","14.26"
"2915  ","潤泰全","2674906","1244","178016932","66.7","67.2","66.4","66.6","-","0.1","66.5","112","66.6","53","1.39"
"2923  ","F-鼎固","15000","13","415150","28","28","27.4","27.6","-","0.2","27.4","1","27.6","15","17.92"
"2929  ","F-淘帝","249450","171","26510550","106","107","105.5","106.5","+","0.5","106","8","106.5","13","9.18"
"3002  ","歐格  ","197008","106","2907666","14.7","15.1","14.6","14.6","-","0.15","14.6","1","14.65","2","20.56"
"3003  ","健和興","327089","209","12858815","39.3","39.5","39.2","39.5"," ","0","39.4","4","39.5","101","15.13"
"3004  ","豐達科","365504","248","15597468","42","43.45","41.85","42.2","+","0.4","42.15","3","42.7","1","0.00"
"3005  ","神基  ","3272800","914","59711309","18.45","18.45","18.1","18.25","-","0.15","18.2","25","18.25","8","21.99"
"3006  ","晶豪科","1312245","834","63525529","48.85","48.85","48.2","48.4"," ","0","48.4","22","48.45","8","13.41"
"3008  ","大立光","377987","419","1014305225","2705","2705","2665","2680","-","10","2675","3","2680","3","23.33"
"3010  ","華立  ","98435","55","5317732","53.8","54.2","53.8","54.1","+","0.3","54","1","54.1","9","10.21"
"3011  ","今皓  ","274244","123","2888649","10.6","10.7","10.45","10.5","-","0.1","10.5","8","10.55","5","0.00"
"3013  ","晟銘電","639175","142","16765966","26.3","26.4","26","26.25"," ","0","26.25","35","26.3","19","238.64"
"3014  ","聯陽  ","1198508","695","44362913","37.3","37.55","36.8","36.8","-","0.5","36.8","100","36.9","5","14.84"
"3015  ","全漢  ","192661","92","4902386","25.4","25.5","25.35","25.5","+","0.1","25.4","6","25.5","7","13.86"
"3016  ","嘉晶  ","168058","68","2810015","16.95","17","16.6","16.6","-","0.2","16.6","12","16.7","1","0.00"
"3017  ","奇鋐  ","1436376","609","34092478","23.7","23.9","23.55","23.85","+","0.15","23.85","91","23.9","60","13.18"
"3018  ","同開  ","183794","147","3864608","21.1","21.2","20.85","20.95"," ","0","20.9","6","21","9","20.34"
"3019  ","亞光  ","7865649","3916","354638099","44.75","45.6","44.65","44.8","+","0.25","44.8","11","44.85","2","0.00"
"3021  ","鴻名  ","135405","63","1814896","13.75","13.75","13.25","13.35","-","0.25","13.3","9","13.35","1","21.89"
"3022  ","威強電","543031","346","27208250","50.5","50.5","50","50","-","0.1","49.95","18","50","12","11.52"
"3023  ","信邦  ","683781","410","31363108","46","46.05","45.65","45.9"," ","0","45.9","27","45.95","30","11.95"
"3024  ","憶聲  ","132339","74","862966","6.51","6.59","6.45","6.5","-","0.03","6.5","6","6.54","7","0.00"
"3025  ","星通  ","346002","127","3959672","11.2","11.6","11.2","11.55","+","0.35","11.55","28","11.6","7","115.5"
"3026  ","禾伸堂","345131","241","14628247","42.7","42.7","42.2","42.4","-","0.3","42.4","1","42.5","6","9.98"
"3027  ","盛達  ","328557","219","5732069","17.25","17.7","17.25","17.55","+","0.3","17.55","2","17.6","9","48.75"
"3028  ","增你強","212886","94","3740905","17.5","17.6","17.5","17.6","+","0.1","17.6","4","17.65","17","19.34"
"3029  ","零壹  ","55145","40","924306","16.8","16.85","16.7","16.7"," ","0","16.7","10","16.75","12","14.91"
"3030  ","德律  ","476313","340","24629218","51.8","52","51.6","51.6"," ","0","51.6","11","51.8","10","10.1"
"3031  ","佰鴻  ","229604","124","3390027","14.8","14.85","14.65","14.8","+","0.05","14.75","68","14.8","24","29.6"
"3032  ","偉訓  ","220000","69","4960950","22.75","22.75","22.5","22.5","-","0.2","22.5","23","22.55","1","14.15"
"3033  ","威健  ","274559","125","6431723","23.45","23.5","23.4","23.4","-","0.05","23.4","81","23.45","34","11.76"
"3034  ","聯詠  ","4483751","2696","777128538","173","174.5","171.5","173"," ","0","173","383","173.5","36","16.68"
"3035  ","智原  ","7673997","3392","314424054","41.15","41.45","40.65","41","+","0.2","40.95","1","41","86","23.7"
"3036  ","文曄  ","4345159","2727","210159682","48.45","48.55","48.1","48.15","-","0.3","48.15","22","48.2","12","10.2"
"3037  ","欣興  ","7464867","2960","156636557","21.2","21.3","20.85","21","-","0.25","20.95","17","21","277","55.26"
"3038  ","全台  ","508500","166","4045877","8","8.01","7.9","7.9","-","0.02","7.9","7","7.96","5","12.15"
"3040  ","遠見  ","366138","239","16507502","44","45.65","44","45.65","+","1.65","45.55","3","45.65","4","7.66"
"3041  ","揚智  ","331031","209","8376631","25.4","25.5","25.1","25.2","-","0.2","25.2","4","25.3","10","25.98"
"3042  ","晶技  ","1045744","815","38900870","37.3","37.55","37.1","37.4","+","0.1","37.25","12","37.4","16","11.87"
"3043  ","科風  ","67196","18","297638","4.4","4.45","4.4","4.43","-","0.07","4.42","8","4.44","2","0.00"
"3044  ","健鼎  ","2472170","1916","166945926","69","69","67","67.2","-","1.4","67.2","11","67.3","15","14.15"
"3045  ","台灣大","2855911","1399","305350057","107","107.5","106.5","107","-","0.5","106.5","631","107","99","19.42"
"3046  ","建碁  ","562409","159","5727737","10.35","10.6","10","10","-","0.45","10","29","10.1","2","0.00"
"3047  ","訊舟  ","245387","114","2932649","12.05","12.05","11.9","11.9","-","0.05","11.9","39","11.95","2","19.51"
"3048  ","益登  ","625520","368","16888207","27.15","27.2","26.9","26.95","-","0.05","26.95","53","27","15","12.31"
"3049  ","和鑫  ","1779026","477","13543328","7.62","7.72","7.56","7.6","-","0.02","7.6","80","7.61","2","50.67"
"3050  ","鈺德  ","119410","46","836835","7.06","7.07","6.97","6.97","-","0.05","6.97","2","7.05","7","0.00"
"3051  ","力特  ","5218699","901","73855222","13.95","14.65","13.6","14.6","+","0.65","14.55","3","14.6","141","16.98"
"3052  ","夆典  ","329576","75","3989662","12.1","12.15","12.05","12.1"," ","0","12.1","24","12.15","31","2.09"
"3054  ","萬國  ","402000","132","5708250","14.2","14.25","14.15","14.15"," ","0","14.15","22","14.25","24","33.69"
"3055  ","蔚華科","334556","173","6539256","19.6","19.75","19.4","19.4","-","0.2","19.35","33","19.45","5","0.00"
"3056  ","總太  ","208000","77","3888750","18.85","18.85","18.6","18.6","-","0.2","18.6","12","18.75","2","46.5"
"3057  ","喬鼎  ","2993845","1429","96859895","32.8","32.95","32","32.25","-","0.7","32.25","8","32.3","12","13.67"
"3058  ","立德  ","130265","56","1505821","11.6","11.65","11.5","11.5","-","0.1","11.5","60","11.55","81","230"
"3059  ","華晶科","1575117","716","58015302","36.4","37.25","36.35","36.65","+","0.25","36.65","14","36.7","2","0.00"
"3060  ","銘異  ","1021361","603","150601928","148.5","148.5","146.5","147","+","0.5","147","14","147.5","7","37.79"
"3062  ","建漢  ","614627","328","14188899","23.4","23.5","22.9","23","-","0.35","23","28","23.1","1","31.51"
"3090  ","日電貿","182074","111","4695980","25.9","26","25.6","25.6"," ","0","25.6","7","25.8","5","13.84"
"3094  ","聯傑  ","981860","657","32470683","33.15","34","32.25","33.95","+","0.8","33.95","8","34","10","34.29"
"3130  ","一零四","48001","47","7835166","165","165","161.5","161.5","-","4.5","161.5","1","162","2","17.54"
"3149  ","正達  ","293000","180","7796550","26.5","26.7","26.45","26.6","+","0.05","26.55","18","26.6","13","0.00"
"3164  ","景岳  ","188014","141","5785734","30.8","31.1","30.6","30.6","-","0.5","30.55","10","30.6","3","0.00"
"3167  ","大量  ","107650","74","4088097","37.65","38.25","37.65","38.25","+","0.6","38.2","10","38.3","33","14.49"
"3189  ","景碩  ","2455800","1477","246979499","101.5","102.5","99.9","101","-","0.5","100.5","18","101","233","12.45"
"3209  ","全科  ","252692","144","7907920","31.3","31.5","31.2","31.25"," ","0","31.25","8","31.3","46","11.2"
"3229  ","晟鈦  ","981099","532","28774678","30.2","30.6","28.4","30.3","+","0.4","30.3","1","30.4","1","48.87"
"3231  ","緯創  ","14391837","5851","417626156","28.85","29.25","28.8","29.25","+","0.75","29.2","2","29.25","390","18.28"
"3257  ","虹冠電","269727","188","20768149","76.8","77.6","76.6","77.4","+","0.6","77.3","1","77.4","3","14.1"
"3266  ","昇陽  ","171010","79","3439350","20.05","20.15","20.05","20.05"," ","0","20.05","4","20.15","9","3.11"
"3296  ","勝德  ","142200","65","2867269","20.7","20.7","20","20.2","-","0.7","20.2","4","20.35","2","0.00"
"3305  ","昇貿  ","79500","53","2573797","32.35","32.5","32.3","32.35"," ","0","32.35","7","32.5","3","11.89"
"3308  ","聯德  ","281000","125","2726050","10.1","10.1","9.55","9.76","-","0.29","9.68","6","9.76","1","0.00"
"3311  ","閎暉  ","910902","481","18908665","20.95","21","20.6","20.8","-","0.05","20.8","6","20.85","31","0.00"
"3312  ","弘憶股","106190","43","1276639","12.1","12.1","12","12.05","-","0.1","12","21","12.05","17","12.96"
"3315  ","宣昶  ","44000","20","822400","18.8","18.9","18.6","18.7","-","0.05","18.65","1","18.7","5","11"
"3338  ","泰碩  ","289000","145","10653950","37.15","37.15","36.6","36.85","-","0.15","36.85","2","36.9","1","14.68"
"3356  ","奇偶  ","105003","100","11991342","114","115","113.5","114"," ","0","114","1","114.5","24","16.1"
"3376  ","新日興","1035246","568","77022004","73.8","75","73.3","74","+","0.6","74","46","74.1","14","13.31"
"3380  ","明泰  ","639168","291","11181863","17.6","17.6","17.4","17.55","+","0.15","17.5","60","17.55","59","15"
"3383  ","新世紀","796991","373","11986015","15.25","15.25","14.95","15","-","0.25","15","18","15.1","42","28.85"
"3406  ","玉晶光","1324129","862","138471480","105.5","106.5","104","104","-","1.5","104","192","104.5","34","0.00"
"3416  ","融程電","48300","50","2917529","60.5","60.9","60.1","60.1","-","0.4","60.1","3","60.5","8","15.94"
"3419  ","譁裕  ","331731","95","4347503","13","13.2","13","13.05","+","0.05","13.05","6","13.1","20","0.00"
"3432  ","台端  ","365030","187","8568299","23.7","23.8","23.3","23.45","-","0.15","23.45","75","23.5","7","61.71"
"3437  ","榮創  ","346665","210","18738343","54.3","54.5","53.7","54","+","0.5","54","14","54.2","14","12.59"
"3443  ","創意  ","1007398","846","90008257","88.8","90.2","88.6","88.7","+","1.1","88.7","10","88.8","1","24.3"
"3450  ","聯鈞  ","1136182","887","115592835","102.5","103","100.5","102"," ","0","102","1","102.5","16","11.09"
"3454  ","晶睿  ","280561","244","27041762","97.2","97.3","96","96.2","-","0.4","96.2","21","96.5","2","16.11"
"3474  ","華亞科","30871733","11559","1402681587","45.1","46.05","44.75","45.9","+","1.2","45.9","37","45.95","182","5.68"
"3481  ","群創  ","144808607","22468","2392164811","16.55","16.65","16.4","16.6","-","0.05","16.55","850","16.6","2,678","18.04"
"3494  ","誠研  ","736006","307","10816590","15.15","15.15","14.5","14.7","-","0.3","14.7","7","14.75","36","34.19"
"3501  ","維熹  ","130549","95","6286928","48.5","48.65","47.8","48.05","+","0.05","48","4","48.1","2","14.09"
"3504  ","揚明光","370261","296","22984712","62","62.5","61.2","62.5","+","1","62.3","5","62.5","6","36.98"
"3514  ","昱晶  ","1240349","697","27034364","21.75","21.95","21.7","21.8","+","0.15","21.75","22","21.8","1","121.11"
"3515  ","華擎  ","10010","10","724726","73.3","73.3","72.2","72.3","+","0.1","72.2","16","72.6","1","13.75"
"3518  ","柏騰  ","186151","138","9480846","51.5","51.5","50.4","50.6","+","0.6","50.6","12","50.7","4","0.00"
"3519  ","綠能  ","883089","364","16577604","19","19","18.65","18.65","-","0.35","18.65","8","18.7","20","0.00"
"3532  ","台勝科","568245","387","34781870","61.9","62.3","60","61","-","0.2","60.8","1","61","3","57.55"
"3533  ","嘉澤  ","1247180","975","172788469","139","141.5","135.5","140.5","+","1.5","140.5","3","141","13","11.97"
"3535  ","晶彩科","320000","104","4589950","14.3","14.4","14.3","14.35","-","0.15","14.35","17","14.45","19","1435"
"3545  ","敦泰  ","1735051","862","61798301","35.9","36.1","35.35","35.45","-","0.35","35.4","84","35.45","21","33.44"
"3550  ","聯穎  ","66000","30","1100400","16.75","16.75","16.65","16.65","-","0.1","16.6","25","16.65","54","12.24"
"3557  ","嘉威  ","1696245","518","11827657","7.1","7.15","6.7","6.7","-","0.25","6.7","25","6.76","2","0.00"
"3559  ","全智科","544747","285","10913290","20.2","20.3","19.95","20","-","0.2","20","8","20.1","6","17.7"
"3561  ","昇陽科","1933877","903","38133378","20","20","19.55","19.55","-","0.45","19.55","1","19.6","5","50.13"
"3573  ","穎台  ","591111","274","14837658","25.4","25.4","24.9","25","-","0.4","25","16","25.05","20","0.00"
"3576  ","新日光","3350270","1631","88171296","26.55","26.6","26.2","26.25","-","0.15","26.25","111","26.3","10","22.83"
"3579  ","尚志  ","88000","26","1626200","18.55","18.7","18.35","18.4","-","0.3","18.4","3","18.45","9","0.00"
"3583  ","辛耘  ","224000","117","14125200","63.5","63.7","62.7","62.9","+","0.1","62.9","3","63","21","25.16"
"3584  ","介面  ","398305","252","6888600","17.5","17.6","17.15","17.2","-","0.25","17.2","17","17.25","2","0.00"
"3588  ","通嘉  ","120039","89","4663953","39.1","39.2","38.5","39.1"," ","0","39","2","39.15","1","16.43"
"3591  ","艾笛森","1535301","818","46087385","30.25","30.3","29.6","30.3","+","0.05","30.25","55","30.3","33","0.00"
"3593  ","力銘  ","4965191","2112","92051179","18.2","19.1","18","18.6","-","0.05","18.6","41","18.65","35","0.00"
"3596  ","智易  ","387486","285","16421271","42.3","42.55","42.15","42.4","+","0.1","42.4","6","42.5","9","11.55"
"3598  ","奕力  ","269297","214","18617977","69.5","69.5","68.8","69.3","+","0.3","69.2","2","69.3","7","14.38"
"3605  ","宏致  ","236298","160","9503312","40.4","40.4","40.1","40.2","-","0.2","40.2","1","40.3","2","10.15"
"3607  ","谷崧  ","1720349","1061","115783113","67.1","67.9","66.5","67","+","0.1","67","42","67.1","6","16.46"
"3617  ","碩天  ","22000","15","1380900","62.6","63.4","62.5","63","+","0.4","62.6","5","63","3","12.07"
"3622  ","洋華  ","550196","295","12040701","22.05","22.2","21.7","21.8","-","0.25","21.75","11","21.8","6","0.00"
"3645  ","達邁  ","417001","238","18600195","44.9","45.05","44.2","44.7","-","0.2","44.65","4","44.7","4","32.16"
"3653  ","健策  ","598710","435","42468095","72","72.7","70.6","70.7","-","1.3","70.7","7","70.8","34","17.33"
"3661  ","F-世芯","553200","412","40147359","73.9","74.3","71.8","72.6","-","1.2","72.6","5","72.7","1","13.22"
"3665  ","F-貿聯","850927","593","92824576","110","110.5","108.5","109","-","1.5","109","8","109.5","7","16.12"
"3669  ","圓展  ","100000","63","2045900","20.8","20.8","20.25","20.7","+","0.2","20.4","1","20.7","5","121.76"
"3673  ","F-TPK ","9096919","5924","1969015423","214","218.5","213.5","218.5","+","5.5","218","33","218.5","15","0.00"
"3679  ","新至陞","112000","84","4964850","45.05","45.05","44","44","-","1.05","44","13","44.45","3","12.02"
"3682  ","亞太電","2620550","766","39425201","15","15.1","15","15.1","+","0.1","15.05","72","15.1","468","94.38"
"3686  ","達能  ","2508180","769","25871741","10.5","10.6","10.2","10.25","-","0.25","10.25","115","10.3","5","0.00"
"3694  ","海華  ","82000","45","1183750","14.6","14.6","14.3","14.35","-","0.15","14.35","31","14.45","3","0.00"
"3698  ","隆達  ","3555602","1250","110198338","30.95","31.1","30.85","30.95","+","0.25","30.95","5","31","580","30.05"
"3701  ","大眾控","11990","35","107162","8.37","9","8.37","9"," ","0","8.41","6","9.52","6","0.00"
"3702  ","大聯大","4875462","2435","196125858","40.4","40.45","39.95","40.4"," ","0","40.3","26","40.4","125","12.24"
"3703  ","欣陸  ","659572","193","7742339","11.7","11.8","11.65","11.75"," ","0","11.7","115","11.75","8","5.85"
"3704  ","合勤控","806666","439","13489493","16.75","16.85","16.65","16.75","+","0.1","16.75","22","16.8","34","14.57"
"3705  ","永信  ","284201","208","15411192","54.3","54.4","54","54.4","+","0.2","54.2","11","54.4","15","18.07"
